primary_title,runtime_minutes,genres,averagerating,numvotes,production_budget,worldwide_gross,year,ROI
Life of the Party,105,Comedy,5.5,25756,30000000,65759911,2018,119
Jack Ryan: Shadow Recruit,105,Action,6.2,114913,60000000,131377412,2014,119
Jack Ryan: Shadow Recruit,105,Drama,6.2,114913,60000000,131377412,2014,119
Jack Ryan: Shadow Recruit,105,Thriller,6.2,114913,60000000,131377412,2014,119
Max,111,Adventure,6.8,23976,20000000,43658157,2015,118
Max,111,Drama,6.8,23976,20000000,43658157,2015,118
Max,111,Family,6.8,23976,20000000,43658157,2015,118
The Lincoln Lawyer,118,Crime,7.3,196109,40000000,87145086,2011,118
The Lincoln Lawyer,118,Drama,7.3,196109,40000000,87145086,2011,118
The Lincoln Lawyer,118,Thriller,7.3,196109,40000000,87145086,2011,118
Hanna,111,Action,6.8,179178,30000000,65343694,2011,118
Hanna,111,Drama,6.8,179178,30000000,65343694,2011,118
Hanna,111,Thriller,6.8,179178,30000000,65343694,2011,118
Red Riding Hood,100,Fantasy,5.5,102369,42000000,91678442,2011,118
Red Riding Hood,100,Horror,5.5,102369,42000000,91678442,2011,118
Red Riding Hood,100,Mystery,5.5,102369,42000000,91678442,2011,118
Sicario: Day of the Soldado,122,Action,7.1,95650,35000000,75885196,2018,117
Sicario: Day of the Soldado,122,Crime,7.1,95650,35000000,75885196,2018,117
Sicario: Day of the Soldado,122,Drama,7.1,95650,35000000,75885196,2018,117
A Street Cat Named Bob,103,Biography,7.4,23204,8000000,17382693,2016,117
A Street Cat Named Bob,103,Comedy,7.4,23204,8000000,17382693,2016,117
A Street Cat Named Bob,103,Drama,7.4,23204,8000000,17382693,2016,117
Madea's Big Happy Family,106,Comedy,4.7,6996,25000000,54160818,2011,117
Madea's Big Happy Family,106,Drama,4.7,6996,25000000,54160818,2011,117
2 Guns,109,Action,6.7,182025,61000000,132493015,2013,117
2 Guns,109,Comedy,6.7,182025,61000000,132493015,2013,117
2 Guns,109,Crime,6.7,182025,61000000,132493015,2013,117
Top Five,102,Comedy,6.4,24744,12000000,26001741,2014,117
Top Five,102,Romance,6.4,24744,12000000,26001741,2014,117
Hereafter,129,Drama,6.5,87288,50000000,108660270,2010,117
Hereafter,129,Fantasy,6.5,87288,50000000,108660270,2010,117
Hereafter,129,Romance,6.5,87288,50000000,108660270,2010,117
Pacific Rim,131,Action,6.9,443667,190000000,411002906,2013,116
Pacific Rim,131,Adventure,6.9,443667,190000000,411002906,2013,116
Pacific Rim,131,Sci-Fi,6.9,443667,190000000,411002906,2013,116
The Back-up Plan,104,Comedy,5.4,46128,35000000,75281179,2010,115
The Back-up Plan,104,Romance,5.4,46128,35000000,75281179,2010,115
Annie,118,Comedy,5.3,31241,65000000,139829625,2014,115
Annie,118,Drama,5.3,31241,65000000,139829625,2014,115
Annie,118,Family,5.3,31241,65000000,139829625,2014,115
Paterson,118,Comedy,7.4,55285,5000000,10727536,2016,115
Paterson,118,Drama,7.4,55285,5000000,10727536,2016,115
Paterson,118,Romance,7.4,55285,5000000,10727536,2016,115
Chappie,120,Action,6.8,213733,49000000,105002056,2015,114
Chappie,120,Crime,6.8,213733,49000000,105002056,2015,114
Chappie,120,Drama,6.8,213733,49000000,105002056,2015,114
Zookeeper,102,Comedy,5.2,52396,80000000,170805525,2011,114
Zookeeper,102,Family,5.2,52396,80000000,170805525,2011,114
Zookeeper,102,Romance,5.2,52396,80000000,170805525,2011,114
The Last Airbender,103,Action,4.1,137734,150000000,319713881,2010,113
The Last Airbender,103,Adventure,4.1,137734,150000000,319713881,2010,113
The Last Airbender,103,Family,4.1,137734,150000000,319713881,2010,113
Turbo,96,Adventure,6.4,74639,135000000,286896578,2013,113
Turbo,96,Animation,6.4,74639,135000000,286896578,2013,113
Turbo,96,Comedy,6.4,74639,135000000,286896578,2013,113
Red Sparrow,140,Action,6.6,136738,69000000,145951861,2018,112
Red Sparrow,140,Drama,6.6,136738,69000000,145951861,2018,112
Red Sparrow,140,Thriller,6.6,136738,69000000,145951861,2018,112
The Edge of Seventeen,104,Comedy,7.3,87602,9000000,19096003,2016,112
The Edge of Seventeen,104,Drama,7.3,87602,9000000,19096003,2016,112
Rise of the Guardians,97,Action,7.3,145281,145000000,306900902,2012,112
Rise of the Guardians,97,Adventure,7.3,145281,145000000,306900902,2012,112
Rise of the Guardians,97,Animation,7.3,145281,145000000,306900902,2012,112
The Mummy,110,Action,5.5,154345,195000000,409953905,2017,110
The Mummy,110,Adventure,5.5,154345,195000000,409953905,2017,110
The Mummy,110,Fantasy,5.5,154345,195000000,409953905,2017,110
The Night Before,101,Adventure,6.4,58455,25000000,52427346,2015,110
The Night Before,101,Comedy,6.4,58455,25000000,52427346,2015,110
The Night Before,101,Fantasy,6.4,58455,25000000,52427346,2015,110
The Expendables 3,126,Action,6.1,156432,100000000,209461378,2014,109
The Expendables 3,126,Adventure,6.1,156432,100000000,209461378,2014,109
The Expendables 3,126,Thriller,6.1,156432,100000000,209461378,2014,109
Beyond the Lights,116,Drama,6.9,14122,7000000,14618727,2014,109
Beyond the Lights,116,Music,6.9,14122,7000000,14618727,2014,109
Beyond the Lights,116,Romance,6.9,14122,7000000,14618727,2014,109
Lawless,116,Crime,7.3,214055,26000000,54393687,2012,109
Lawless,116,Drama,7.3,214055,26000000,54393687,2012,109
The Green Hornet,119,Action,5.8,148622,110000000,229155503,2011,108
The Green Hornet,119,Comedy,5.8,148622,110000000,229155503,2011,108
The Green Hornet,119,Crime,5.8,148622,110000000,229155503,2011,108
Edge of Tomorrow,113,Action,7.9,546284,178000000,370541256,2014,108
Edge of Tomorrow,113,Sci-Fi,7.9,546284,178000000,370541256,2014,108
Frankenweenie,87,Animation,7.0,89489,39000000,81150788,2012,108
Frankenweenie,87,Comedy,7.0,89489,39000000,81150788,2012,108
Frankenweenie,87,Family,7.0,89489,39000000,81150788,2012,108
Peppermint,101,Action,6.5,35854,25000000,51800758,2018,107
Peppermint,101,Crime,6.5,35854,25000000,51800758,2018,107
Peppermint,101,Drama,6.5,35854,25000000,51800758,2018,107
Gulliver's Travels,85,Adventure,4.9,61178,112000000,232017848,2010,107
Gulliver's Travels,85,Comedy,4.9,61178,112000000,232017848,2010,107
Gulliver's Travels,85,Family,4.9,61178,112000000,232017848,2010,107
The Secret Life of Walter Mitty,114,Adventure,7.3,275300,91000000,187861183,2013,106
The Secret Life of Walter Mitty,114,Comedy,7.3,275300,91000000,187861183,2013,106
The Secret Life of Walter Mitty,114,Drama,7.3,275300,91000000,187861183,2013,106
Nebraska,115,Adventure,7.7,105304,12000000,24761360,2013,106
Nebraska,115,Comedy,7.7,105304,12000000,24761360,2013,106
Nebraska,115,Drama,7.7,105304,12000000,24761360,2013,106
Larry Crowne,98,Comedy,6.1,58927,30000000,61449135,2011,105
Larry Crowne,98,Drama,6.1,58927,30000000,61449135,2011,105
Larry Crowne,98,Romance,6.1,58927,30000000,61449135,2011,105
The Five-Year Engagement,124,Comedy,6.2,88469,30000000,61623819,2012,105
The Five-Year Engagement,124,Romance,6.2,88469,30000000,61623819,2012,105
The Perfect Match,96,Comedy,4.9,3052,5000000,10182050,2016,104
The Perfect Match,96,Romance,4.9,3052,5000000,10182050,2016,104
Mirror Mirror,106,Adventure,5.6,79510,85000000,173613482,2012,104
Mirror Mirror,106,Comedy,5.6,79510,85000000,173613482,2012,104
Mirror Mirror,106,Drama,5.6,79510,85000000,173613482,2012,104
Wrath of the Titans,99,Action,5.7,172330,150000000,305270083,2012,104
Wrath of the Titans,99,Adventure,5.7,172330,150000000,305270083,2012,104
Wrath of the Titans,99,Fantasy,5.7,172330,150000000,305270083,2012,104
Abraham Lincoln: Vampire Hunter,105,Action,5.9,142853,67500000,137489730,2012,104
Abraham Lincoln: Vampire Hunter,105,Fantasy,5.9,142853,67500000,137489730,2012,104
Abraham Lincoln: Vampire Hunter,105,Horror,5.9,142853,67500000,137489730,2012,104
Office Christmas Party,105,Comedy,5.8,59253,45000000,91323299,2016,103
Dumbo,112,Adventure,6.6,25072,170000000,345004422,2019,103
Dumbo,112,Family,6.6,25072,170000000,345004422,2019,103
Dumbo,112,Fantasy,6.6,25072,170000000,345004422,2019,103
12 Strong,130,Action,6.6,50155,35000000,71118378,2018,103
12 Strong,130,Drama,6.6,50155,35000000,71118378,2018,103
12 Strong,130,History,6.6,50155,35000000,71118378,2018,103
August: Osage County,121,Comedy,7.2,79383,25000000,50738810,2013,103
August: Osage County,121,Drama,7.2,79383,25000000,50738810,2013,103
RoboCop,117,Action,6.2,205798,120000000,242981799,2014,102
RoboCop,117,Crime,6.2,205798,120000000,242981799,2014,102
RoboCop,117,Sci-Fi,6.2,205798,120000000,242981799,2014,102
Runner Runner,88,Crime,5.6,58235,30000000,60512680,2013,102
Runner Runner,88,Thriller,5.6,58235,30000000,60512680,2013,102
Free Birds,91,Adventure,5.9,20934,55000000,110387072,2013,101
Free Birds,91,Animation,5.9,20934,55000000,110387072,2013,101
Free Birds,91,Comedy,5.9,20934,55000000,110387072,2013,101
When the Game Stands Tall,115,Drama,6.7,14498,15000000,30138912,2014,101
When the Game Stands Tall,115,Family,6.7,14498,15000000,30138912,2014,101
When the Game Stands Tall,115,Sport,6.7,14498,15000000,30138912,2014,101
The Book of Eli,118,Action,6.9,271307,80000000,158750817,2010,98
The Book of Eli,118,Adventure,6.9,271307,80000000,158750817,2010,98
The Book of Eli,118,Drama,6.9,271307,80000000,158750817,2010,98
Monte Carlo,109,Adventure,5.8,38731,20000000,39686769,2011,98
Monte Carlo,109,Comedy,5.8,38731,20000000,39686769,2011,98
Monte Carlo,109,Family,5.8,38731,20000000,39686769,2011,98
Robot & Frank,89,Comedy,7.1,59229,2500000,4934356,2012,97
Robot & Frank,89,Crime,7.1,59229,2500000,4934356,2012,97
Robot & Frank,89,Drama,7.1,59229,2500000,4934356,2012,97
Wish Upon,90,Drama,5.0,14962,12000000,23477345,2017,96
Wish Upon,90,Fantasy,5.0,14962,12000000,23477345,2017,96
Wish Upon,90,Horror,5.0,14962,12000000,23477345,2017,96
Made in Dagenham,113,Biography,7.2,13121,8000000,15644196,2010,96
Made in Dagenham,113,Comedy,7.2,13121,8000000,15644196,2010,96
Made in Dagenham,113,Drama,7.2,13121,8000000,15644196,2010,96
Swiss Army Man,97,Adventure,7.0,91736,3000000,5837111,2016,95
Swiss Army Man,97,Comedy,7.0,91736,3000000,5837111,2016,95
Swiss Army Man,97,Drama,7.0,91736,3000000,5837111,2016,95
Alpha,96,Adventure,6.7,41882,51000000,99624873,2018,95
Alpha,96,Drama,6.7,41882,51000000,99624873,2018,95
Alpha,96,Family,6.7,41882,51000000,99624873,2018,95
The Book of Life,95,Adventure,7.3,59486,50000000,97651543,2014,95
The Book of Life,95,Animation,7.3,59486,50000000,97651543,2014,95
The Book of Life,95,Comedy,7.3,59486,50000000,97651543,2014,95
Glee: The 3D Concert Movie,84,Documentary,5.4,5449,9000000,17462398,2011,94
Glee: The 3D Concert Movie,84,Music,5.4,5449,9000000,17462398,2011,94
The Legend of Tarzan,110,Action,6.3,150154,180000000,348902025,2016,94
The Legend of Tarzan,110,Adventure,6.3,150154,180000000,348902025,2016,94
The Legend of Tarzan,110,Drama,6.3,150154,180000000,348902025,2016,94
After Earth,100,Action,4.8,181687,130000000,251499665,2013,93
After Earth,100,Adventure,4.8,181687,130000000,251499665,2013,93
After Earth,100,Drama,4.8,181687,130000000,251499665,2013,93
Florence Foster Jenkins,111,Biography,6.8,44970,29000000,56000339,2016,93
Florence Foster Jenkins,111,Comedy,6.8,44970,29000000,56000339,2016,93
Florence Foster Jenkins,111,Drama,6.8,44970,29000000,56000339,2016,93
Animal Kingdom,113,Crime,7.3,51576,4200000,8078683,2010,92
Animal Kingdom,113,Drama,7.3,51576,4200000,8078683,2010,92
Exodus: Gods and Kings,150,Action,6.0,150858,140000000,268314513,2014,92
Exodus: Gods and Kings,150,Adventure,6.0,150858,140000000,268314513,2014,92
Exodus: Gods and Kings,150,Drama,6.0,150858,140000000,268314513,2014,92
Jack and Jill,91,Comedy,3.3,71361,79000000,150519217,2011,91
Young Adult,94,Comedy,6.3,74071,12000000,22750356,2011,90
Young Adult,94,Drama,6.3,74071,12000000,22750356,2011,90
On the Basis of Sex,120,Biography,6.9,12083,20000000,38073377,2018,90
On the Basis of Sex,120,Drama,6.9,12083,20000000,38073377,2018,90
The Dark Tower,95,Action,5.7,107518,60000000,113461527,2017,89
The Dark Tower,95,Adventure,5.7,107518,60000000,113461527,2017,89
The Dark Tower,95,Fantasy,5.7,107518,60000000,113461527,2017,89
Snow Flower and the Secret Fan,104,Drama,6.1,3429,6000000,11348205,2011,89
Snow Flower and the Secret Fan,104,History,6.1,3429,6000000,11348205,2011,89
Mile 22,94,Action,6.1,47862,35000000,66295121,2018,89
Mile 22,94,Adventure,6.1,47862,35000000,66295121,2018,89
Mile 22,94,Thriller,6.1,47862,35000000,66295121,2018,89
The Longest Ride,123,Drama,7.1,70327,34000000,63802928,2015,88
The Longest Ride,123,Romance,7.1,70327,34000000,63802928,2015,88
Pacific Rim: Uprising,111,Action,5.6,89462,155000000,290930148,2018,88
Pacific Rim: Uprising,111,Adventure,5.6,89462,155000000,290930148,2018,88
Pacific Rim: Uprising,111,Sci-Fi,5.6,89462,155000000,290930148,2018,88
The Boxtrolls,96,Adventure,6.8,50763,60000000,111946251,2014,87
The Boxtrolls,96,Animation,6.8,50763,60000000,111946251,2014,87
The Boxtrolls,96,Comedy,6.8,50763,60000000,111946251,2014,87
Incarnate,91,Horror,5.3,10217,5000000,9371036,2016,87
Incarnate,91,Thriller,5.3,10217,5000000,9371036,2016,87
The 15:17 to Paris,94,Biography,5.2,21880,30000000,56096200,2018,87
The 15:17 to Paris,94,Drama,5.2,21880,30000000,56096200,2018,87
The 15:17 to Paris,94,Thriller,5.2,21880,30000000,56096200,2018,87
Mary Queen of Scots,124,Biography,6.3,23866,25000000,46734733,2018,87
Mary Queen of Scots,124,Drama,6.3,23866,25000000,46734733,2018,87
Mary Queen of Scots,124,History,6.3,23866,25000000,46734733,2018,87
Black Mass,123,Biography,6.9,155847,53000000,98837872,2015,86
Black Mass,123,Crime,6.9,155847,53000000,98837872,2015,86
Black Mass,123,Drama,6.9,155847,53000000,98837872,2015,86
Mr. Peabody & Sherman,92,Adventure,6.8,57277,145000000,269806430,2014,86
Mr. Peabody & Sherman,92,Animation,6.8,57277,145000000,269806430,2014,86
Mr. Peabody & Sherman,92,Comedy,6.8,57277,145000000,269806430,2014,86
Something Borrowed,112,Comedy,5.9,54314,35000000,65084116,2011,86
Something Borrowed,112,Drama,5.9,54314,35000000,65084116,2011,86
Something Borrowed,112,Romance,5.9,54314,35000000,65084116,2011,86
Kites,123,Action,6.1,11353,9200000,17155193,2010,86
Kites,123,Drama,6.1,11353,9200000,17155193,2010,86
Kites,123,Romance,6.1,11353,9200000,17155193,2010,86
Youth,124,Comedy,7.3,64418,13000000,24001573,2015,85
Youth,124,Drama,7.3,64418,13000000,24001573,2015,85
Youth,124,Music,7.3,64418,13000000,24001573,2015,85
The Great Gatsby,143,Drama,7.3,433165,190000000,351040419,2013,85
The Great Gatsby,143,Romance,7.3,433165,190000000,351040419,2013,85
Widows,129,Crime,7.0,61615,40000000,73866088,2018,85
Widows,129,Drama,7.0,61615,40000000,73866088,2018,85
Widows,129,Thriller,7.0,61615,40000000,73866088,2018,85
Housefull,144,Comedy,5.5,11089,10100000,18726300,2010,85
Burnt,101,Comedy,6.6,95988,20000000,36773510,2015,84
Burnt,101,Drama,6.6,95988,20000000,36773510,2015,84
Ramona and Beezus,103,Adventure,6.6,16086,15000000,27469621,2010,83
Ramona and Beezus,103,Comedy,6.6,16086,15000000,27469621,2010,83
Ramona and Beezus,103,Family,6.6,16086,15000000,27469621,2010,83
Hot Tub Time Machine,101,Comedy,6.4,153962,36000000,65967750,2010,83
Hot Tub Time Machine,101,Sci-Fi,6.4,153962,36000000,65967750,2010,83
Savages,131,Crime,6.5,115793,45000000,82513490,2012,83
Savages,131,Drama,6.5,115793,45000000,82513490,2012,83
Savages,131,Thriller,6.5,115793,45000000,82513490,2012,83
Just Wright,100,Comedy,5.9,12466,12000000,21867665,2010,82
Just Wright,100,Romance,5.9,12466,12000000,21867665,2010,82
Just Wright,100,Sport,5.9,12466,12000000,21867665,2010,82
Teenage Mutant Ninja Turtles: Out of the Shadows,112,Action,6.0,77234,135000000,245328374,2016,82
Teenage Mutant Ninja Turtles: Out of the Shadows,112,Adventure,6.0,77234,135000000,245328374,2016,82
Teenage Mutant Ninja Turtles: Out of the Shadows,112,Comedy,6.0,77234,135000000,245328374,2016,82
Rango,107,Adventure,7.2,215761,135000000,245724600,2011,82
Rango,107,Animation,7.2,215761,135000000,245724600,2011,82
Rango,107,Comedy,7.2,215761,135000000,245724600,2011,82
Star Trek Beyond,122,Action,7.1,209844,185000000,335802233,2016,82
Star Trek Beyond,122,Adventure,7.1,209844,185000000,335802233,2016,82
Star Trek Beyond,122,Sci-Fi,7.1,209844,185000000,335802233,2016,82
A Very Harold & Kumar 3D Christmas,90,Adventure,6.3,62151,20000000,36265745,2011,81
A Very Harold & Kumar 3D Christmas,90,Comedy,6.3,62151,20000000,36265745,2011,81
The Predator,107,Action,5.4,94888,88000000,159487563,2018,81
The Predator,107,Adventure,5.4,94888,88000000,159487563,2018,81
The Predator,107,Sci-Fi,5.4,94888,88000000,159487563,2018,81
Colombiana,108,Action,6.4,87659,40000000,72295262,2011,81
Colombiana,108,Drama,6.4,87659,40000000,72295262,2011,81
Colombiana,108,Thriller,6.4,87659,40000000,72295262,2011,81
For Colored Girls,133,Drama,6.1,6728,21000000,38017873,2010,81
The Darkest Hour,89,Action,4.9,55071,34800000,62831715,2011,81
The Darkest Hour,89,Adventure,4.9,55071,34800000,62831715,2011,81
The Darkest Hour,89,Horror,4.9,55071,34800000,62831715,2011,81
The Magnificent Seven,132,Action,6.9,168514,90000000,162525156,2016,81
The Magnificent Seven,132,Adventure,6.9,168514,90000000,162525156,2016,81
The Magnificent Seven,132,Western,6.9,168514,90000000,162525156,2016,81
The Three Stooges,92,Comedy,5.1,28570,30000000,54052249,2012,80
The Three Stooges,92,Family,5.1,28570,30000000,54052249,2012,80
ParaNorman,92,Adventure,7.0,87250,60000000,108119662,2012,80
ParaNorman,92,Animation,7.0,87250,60000000,108119662,2012,80
ParaNorman,92,Comedy,7.0,87250,60000000,108119662,2012,80
The Mechanic,93,Action,6.6,141254,42500000,76347393,2011,80
The Mechanic,93,Crime,6.6,141254,42500000,76347393,2011,80
The Mechanic,93,Thriller,6.6,141254,42500000,76347393,2011,80
Mr. Turner,150,Biography,6.8,22661,14000000,25187026,2014,80
Mr. Turner,150,Drama,6.8,22661,14000000,25187026,2014,80
Mr. Turner,150,History,6.8,22661,14000000,25187026,2014,80
Marmaduke,87,Comedy,4.2,13283,50000000,89895930,2010,80
Marmaduke,87,Family,4.2,13283,50000000,89895930,2010,80
The Good Dinosaur,93,Adventure,6.7,91465,187500000,333771037,2015,78
The Good Dinosaur,93,Animation,6.7,91465,187500000,333771037,2015,78
The Good Dinosaur,93,Comedy,6.7,91465,187500000,333771037,2015,78
Tower Heist,104,Action,6.2,125102,85000000,150422946,2011,77
Tower Heist,104,Comedy,6.2,125102,85000000,150422946,2011,77
Tower Heist,104,Crime,6.2,125102,85000000,150422946,2011,77
The Walk,123,Adventure,7.3,109714,35000000,61492104,2015,76
The Walk,123,Biography,7.3,109714,35000000,61492104,2015,76
The Walk,123,Drama,7.3,109714,35000000,61492104,2015,76
The Tree of Life,139,Drama,6.8,156266,35000000,61721826,2011,76
The Tree of Life,139,Fantasy,6.8,156266,35000000,61721826,2011,76
Arthur Christmas,97,Adventure,7.1,45439,85000000,149717124,2011,76
Arthur Christmas,97,Animation,7.1,45439,85000000,149717124,2011,76
Arthur Christmas,97,Comedy,7.1,45439,85000000,149717124,2011,76
The Walk,89,Crime,6.8,126,35000000,61492104,2015,76
The Walk,89,Thriller,6.8,126,35000000,61492104,2015,76
Godzilla: King of the Monsters,132,Action,6.7,36479,170000000,299276941,2019,76
Godzilla: King of the Monsters,132,Adventure,6.7,36479,170000000,299276941,2019,76
Godzilla: King of the Monsters,132,Fantasy,6.7,36479,170000000,299276941,2019,76
The Lego Ninjago Movie,101,Action,6.0,18926,70000000,122737201,2017,75
The Lego Ninjago Movie,101,Adventure,6.0,18926,70000000,122737201,2017,75
The Lego Ninjago Movie,101,Animation,6.0,18926,70000000,122737201,2017,75
Grudge Match,113,Comedy,6.4,54080,40000000,69807260,2013,75
Grudge Match,113,Drama,6.4,54080,40000000,69807260,2013,75
Grudge Match,113,Sport,6.4,54080,40000000,69807260,2013,75
First Man,141,Biography,7.4,120009,60000000,105203825,2018,75
First Man,141,Drama,7.4,120009,60000000,105203825,2018,75
First Man,141,History,7.4,120009,60000000,105203825,2018,75
Unstoppable,98,Action,6.8,173019,95000000,165720921,2010,74
Unstoppable,98,Thriller,6.8,173019,95000000,165720921,2010,74
Endless Love,104,Drama,6.3,37869,20000000,34718173,2014,74
Endless Love,104,Romance,6.3,37869,20000000,34718173,2014,74
Life,104,Horror,6.6,182840,58000000,100929666,2017,74
Life,104,Sci-Fi,6.6,182840,58000000,100929666,2017,74
Life,104,Thriller,6.6,182840,58000000,100929666,2017,74
Here Comes the Boom,105,Action,6.4,81761,42000000,73239258,2012,74
Here Comes the Boom,105,Comedy,6.4,81761,42000000,73239258,2012,74
Here Comes the Boom,105,Sport,6.4,81761,42000000,73239258,2012,74
Gangster Squad,113,Action,6.7,195560,60000000,104100903,2013,74
Gangster Squad,113,Crime,6.7,195560,60000000,104100903,2013,74
Gangster Squad,113,Drama,6.7,195560,60000000,104100903,2013,74
Secretariat,123,Biography,7.2,24536,35000000,60376247,2010,73
Secretariat,123,Drama,7.2,24536,35000000,60376247,2010,73
Secretariat,123,Family,7.2,24536,35000000,60376247,2010,73
Zambezia,83,Adventure,5.8,6010,20000000,34454336,2012,72
Zambezia,83,Animation,5.8,6010,20000000,34454336,2012,72
Zambezia,83,Comedy,5.8,6010,20000000,34454336,2012,72
Leap Year,94,Drama,5.9,2211,19000000,32618920,2010,72
Leap Year,94,Romance,5.9,2211,19000000,32618920,2010,72
Leap Year,100,Comedy,6.5,86125,19000000,32618920,2010,72
Leap Year,100,Romance,6.5,86125,19000000,32618920,2010,72
War Dogs,114,Comedy,7.1,154029,50000000,86234503,2016,72
War Dogs,114,Crime,7.1,154029,50000000,86234503,2016,72
War Dogs,114,Drama,7.1,154029,50000000,86234503,2016,72
The Other Guys,107,Action,6.7,221664,100000000,170936470,2010,71
The Other Guys,107,Comedy,6.7,221664,100000000,170936470,2010,71
The Other Guys,107,Crime,6.7,221664,100000000,170936470,2010,71
Norm of the North,90,Adventure,3.6,7951,18000000,30535660,2016,70
Norm of the North,90,Animation,3.6,7951,18000000,30535660,2016,70
Norm of the North,90,Comedy,3.6,7951,18000000,30535660,2016,70
Legend,132,Biography,7.0,138947,25000000,42425450,2015,70
Legend,132,Crime,7.0,138947,25000000,42425450,2015,70
Legend,132,Drama,7.0,138947,25000000,42425450,2015,70
The Family,111,Comedy,6.3,102576,30000000,51078541,2013,70
The Family,111,Crime,6.3,102576,30000000,51078541,2013,70
The Family,111,Thriller,6.3,102576,30000000,51078541,2013,70
The Family,152,Comedy,7.5,15,30000000,51078541,2013,70
The Family,152,Crime,7.5,15,30000000,51078541,2013,70
The Family,152,Drama,7.5,15,30000000,51078541,2013,70
Lockout,95,Action,6.1,89554,20000000,33943049,2012,70
Lockout,95,Sci-Fi,6.1,89554,20000000,33943049,2012,70
Lockout,95,Thriller,6.1,89554,20000000,33943049,2012,70
Total Recall,118,Action,6.3,228460,125000000,211856088,2012,69
Total Recall,118,Adventure,6.3,228460,125000000,211856088,2012,69
Total Recall,118,Mystery,6.3,228460,125000000,211856088,2012,69
The Birth of a Nation,120,Biography,6.4,18442,10000000,16891011,2016,69
The Birth of a Nation,120,Drama,6.4,18442,10000000,16891011,2016,69
The Birth of a Nation,120,History,6.4,18442,10000000,16891011,2016,69
Joy,124,Drama,6.6,118086,60000000,101134059,2015,69
RED 2,116,Action,6.6,148846,84000000,141507355,2013,68
RED 2,116,Comedy,6.6,148846,84000000,141507355,2013,68
RED 2,116,Crime,6.6,148846,84000000,141507355,2013,68
Winnie the Pooh,63,Adventure,7.2,19605,30000000,50145607,2011,67
Winnie the Pooh,63,Animation,7.2,19605,30000000,50145607,2011,67
Winnie the Pooh,63,Comedy,7.2,19605,30000000,50145607,2011,67
The Spy Next Door,94,Action,5.5,36767,28000000,46752858,2010,67
The Spy Next Door,94,Comedy,5.5,36767,28000000,46752858,2010,67
The Spy Next Door,94,Family,5.5,36767,28000000,46752858,2010,67
Kidnap,95,Crime,5.9,28898,21000000,34836080,2017,66
Kidnap,95,Drama,5.9,28898,21000000,34836080,2017,66
Kidnap,95,Thriller,5.9,28898,21000000,34836080,2017,66
If Beale Street Could Talk,119,Drama,7.2,25512,12000000,19859167,2018,65
If Beale Street Could Talk,119,Romance,7.2,25512,12000000,19859167,2018,65
Adrift,96,Action,6.6,34115,35000000,57897191,2018,65
Adrift,96,Adventure,6.6,34115,35000000,57897191,2018,65
Adrift,96,Biography,6.6,34115,35000000,57897191,2018,65
Burlesque,119,Drama,6.4,71021,55000000,90552675,2010,65
Burlesque,119,Music,6.4,71021,55000000,90552675,2010,65
Burlesque,119,Musical,6.4,71021,55000000,90552675,2010,65
The Last Witch Hunter,106,Action,6.0,86118,80000000,130818912,2015,64
The Last Witch Hunter,106,Adventure,6.0,86118,80000000,130818912,2015,64
The Last Witch Hunter,106,Fantasy,6.0,86118,80000000,130818912,2015,64
You Again,105,Comedy,5.8,46690,20000000,32838945,2010,64
You Again,105,Family,5.8,46690,20000000,32838945,2010,64
You Again,105,Romance,5.8,46690,20000000,32838945,2010,64
Alice Through the Looking Glass,113,Adventure,6.2,79951,170000000,276928112,2016,63
Alice Through the Looking Glass,113,Family,6.2,79951,170000000,276928112,2016,63
Alice Through the Looking Glass,113,Fantasy,6.2,79951,170000000,276928112,2016,63
Jersey Boys,134,Biography,6.8,30410,40000000,65282732,2014,63
Jersey Boys,134,Drama,6.8,30410,40000000,65282732,2014,63
Jersey Boys,134,Music,6.8,30410,40000000,65282732,2014,63
Secret in Their Eyes,111,Crime,6.3,37455,20000000,32608019,2015,63
Secret in Their Eyes,111,Drama,6.3,37455,20000000,32608019,2015,63
Secret in Their Eyes,111,Mystery,6.3,37455,20000000,32608019,2015,63
N-Secure,105,Crime,3.6,587,1600000,2595644,2010,62
N-Secure,105,Drama,3.6,587,1600000,2595644,2010,62
N-Secure,105,Thriller,3.6,587,1600000,2595644,2010,62
The Internship,119,Comedy,6.3,179817,58000000,93672764,2013,62
Diary of a Wimpy Kid: The Long Haul,91,Comedy,4.4,5635,22000000,35609577,2017,62
Diary of a Wimpy Kid: The Long Haul,91,Family,4.4,5635,22000000,35609577,2017,62
Death Wish,107,Action,6.4,50279,30000000,48575965,2018,62
Death Wish,107,Crime,6.4,50279,30000000,48575965,2018,62
Death Wish,107,Drama,6.4,50279,30000000,48575965,2018,62
The A-Team,117,Action,6.8,235256,110000000,177241171,2010,61
The A-Team,117,Adventure,6.8,235256,110000000,177241171,2010,61
The A-Team,117,Thriller,6.8,235256,110000000,177241171,2010,61
Dolphin Tale 2,107,Drama,6.4,7579,36000000,57824533,2014,61
Dolphin Tale 2,107,Family,6.4,7579,36000000,57824533,2014,61
Fist Fight,91,Comedy,5.6,35136,25000000,40286416,2017,61
The Last Stand,107,Action,6.4,126623,30000000,48330757,2013,61
The Last Stand,107,Thriller,6.4,126623,30000000,48330757,2013,61
Columbus,104,Drama,7.2,10735,700000,1110511,2017,59
