primary_title,runtime_minutes,genres,averagerating,numvotes,production_budget,worldwide_gross,year,ROI
Ghostbusters,116,Action,5.2,186788,144000000,229008658,2016,59
Ghostbusters,116,Comedy,5.2,186788,144000000,229008658,2016,59
Ghostbusters,116,Fantasy,5.2,186788,144000000,229008658,2016,59
Dark Shadows,113,Comedy,6.2,229818,150000000,238202668,2012,59
Dark Shadows,113,Fantasy,6.2,229818,150000000,238202668,2012,59
Dark Shadows,113,Horror,6.2,229818,150000000,238202668,2012,59
The Best of Me,118,Drama,6.7,59750,26000000,41059418,2014,58
The Best of Me,118,Romance,6.7,59750,26000000,41059418,2014,58
Million Dollar Arm,124,Biography,7.0,41008,25000000,39217912,2014,57
Million Dollar Arm,124,Drama,7.0,41008,25000000,39217912,2014,57
Million Dollar Arm,124,Sport,7.0,41008,25000000,39217912,2014,57
The Eagle,114,Action,6.2,61475,25000000,38993548,2011,56
The Eagle,114,Adventure,6.2,61475,25000000,38993548,2011,56
The Eagle,114,Drama,6.2,61475,25000000,38993548,2011,56
The Sitter,81,Comedy,5.7,65575,25000000,38749404,2011,55
The Three Musketeers,110,Action,5.8,98408,90000000,139877913,2011,55
The Three Musketeers,110,Adventure,5.8,98408,90000000,139877913,2011,55
The Three Musketeers,110,Romance,5.8,98408,90000000,139877913,2011,55
The Gambler,111,Crime,6.0,59995,25000000,38718031,2014,55
The Gambler,111,Drama,6.0,59995,25000000,38718031,2014,55
The Gambler,111,Thriller,6.0,59995,25000000,38718031,2014,55
Entourage,104,Comedy,6.6,71519,30000000,46438538,2015,55
Robin Hood,140,Action,6.6,239480,210000000,322459006,2010,54
Robin Hood,140,Adventure,6.6,239480,210000000,322459006,2010,54
Robin Hood,140,Drama,6.6,239480,210000000,322459006,2010,54
Logan Lucky,118,Comedy,7.0,105966,29000000,44264271,2017,53
Logan Lucky,118,Crime,7.0,105966,29000000,44264271,2017,53
Logan Lucky,118,Drama,7.0,105966,29000000,44264271,2017,53
Our Family Wedding,103,Comedy,4.9,6417,14000000,21410546,2010,53
Our Family Wedding,103,Romance,4.9,6417,14000000,21410546,2010,53
Ghost in the Shell,107,Action,6.4,176499,110000000,167910690,2017,53
Ghost in the Shell,107,Drama,6.4,176499,110000000,167910690,2017,53
Ghost in the Shell,107,Sci-Fi,6.4,176499,110000000,167910690,2017,53
The Hate U Give,133,Crime,7.3,17583,23000000,35067665,2018,52
The Hate U Give,133,Drama,7.3,17583,23000000,35067665,2018,52
Please Give,87,Comedy,6.6,10652,3000000,4570178,2010,52
Please Give,87,Drama,6.6,10652,3000000,4570178,2010,52
The Judge,141,Crime,7.4,162952,50000000,76119388,2014,52
The Judge,141,Drama,7.4,162952,50000000,76119388,2014,52
Carnage,80,Comedy,7.2,111372,25000000,38112154,2011,52
Carnage,80,Drama,7.2,111372,25000000,38112154,2011,52
What's Your Number?,106,Comedy,6.1,67922,20000000,30163785,2011,51
What's Your Number?,106,Romance,6.1,67922,20000000,30163785,2011,51
The Drop,106,Crime,7.1,132161,12600000,19054534,2014,51
The Drop,106,Drama,7.1,132161,12600000,19054534,2014,51
Cop Out,107,Action,5.6,81656,37000000,55909910,2010,51
Cop Out,107,Comedy,5.6,81656,37000000,55909910,2010,51
Cop Out,107,Crime,5.6,81656,37000000,55909910,2010,51
The Wall,88,Action,6.2,20391,3000000,4495262,2017,50
The Wall,88,Drama,6.2,20391,3000000,4495262,2017,50
The Wall,88,Thriller,6.2,20391,3000000,4495262,2017,50
The Reef,94,Adventure,5.8,15194,10000000,15037867,2010,50
The Reef,94,Drama,5.8,15194,10000000,15037867,2010,50
The Reef,94,Horror,5.8,15194,10000000,15037867,2010,50
Morning Glory,107,Comedy,6.5,67367,40000000,59795070,2010,49
Morning Glory,107,Drama,6.5,67367,40000000,59795070,2010,49
Morning Glory,107,Romance,6.5,67367,40000000,59795070,2010,49
Faster,98,Action,6.5,93618,24000000,35792945,2010,49
Faster,98,Crime,6.5,93618,24000000,35792945,2010,49
Faster,98,Drama,6.5,93618,24000000,35792945,2010,49
The Big Wedding,89,Comedy,5.6,44221,32500000,48425971,2013,49
The Big Wedding,89,Drama,5.6,44221,32500000,48425971,2013,49
The Big Wedding,89,Romance,5.6,44221,32500000,48425971,2013,49
Escape Plan,115,Action,6.7,211587,70000000,103735965,2013,48
Escape Plan,115,Crime,6.7,211587,70000000,103735965,2013,48
Escape Plan,115,Mystery,6.7,211587,70000000,103735965,2013,48
Sherlock Gnomes,86,Adventure,5.1,8030,59000000,87527651,2018,48
Sherlock Gnomes,86,Animation,5.1,8030,59000000,87527651,2018,48
Sherlock Gnomes,86,Comedy,5.1,8030,59000000,87527651,2018,48
Patti Cake$,109,Drama,6.7,8581,1000000,1471090,2017,47
Patti Cake$,109,Music,6.7,8581,1000000,1471090,2017,47
Grace Unplugged,102,Drama,6.2,3006,1700000,2507159,2013,47
Grace Unplugged,102,Music,6.2,3006,1700000,2507159,2013,47
The Man with the Iron Fists,95,Action,5.4,58185,15000000,22018988,2012,47
The Change-Up,112,Comedy,6.3,155374,52000000,75997067,2011,46
The Change-Up,112,Fantasy,6.3,155374,52000000,75997067,2011,46
Oddball,5,Documentary,6.4,5,7000000,10237229,2016,46
30 Minutes or Less,83,Action,6.1,87254,28000000,40966716,2011,46
30 Minutes or Less,83,Comedy,6.1,87254,28000000,40966716,2011,46
30 Minutes or Less,83,Crime,6.1,87254,28000000,40966716,2011,46
The Ghost Writer,128,Drama,7.2,148274,45000000,65532491,2010,46
The Ghost Writer,128,Mystery,7.2,148274,45000000,65532491,2010,46
The Ghost Writer,128,Thriller,7.2,148274,45000000,65532491,2010,46
Lottery Ticket,99,Comedy,5.0,10042,17000000,24719879,2010,45
Anna Karenina,129,Drama,6.6,84668,49000000,71004627,2012,45
Anna Karenina,129,Romance,6.6,84668,49000000,71004627,2012,45
Muppets Most Wanted,107,Adventure,6.4,29018,55000000,79312301,2014,44
Muppets Most Wanted,107,Comedy,6.4,29018,55000000,79312301,2014,44
Muppets Most Wanted,107,Crime,6.4,29018,55000000,79312301,2014,44
Cyrus,91,Comedy,6.3,32457,7000000,10062896,2010,44
Cyrus,91,Drama,6.3,32457,7000000,10062896,2010,44
Cyrus,91,Romance,6.3,32457,7000000,10062896,2010,44
The Nut Job 2: Nutty by Nature,91,Adventure,5.5,4820,40000000,57438389,2017,44
The Nut Job 2: Nutty by Nature,91,Animation,5.5,4820,40000000,57438389,2017,44
The Nut Job 2: Nutty by Nature,91,Comedy,5.5,4820,40000000,57438389,2017,44
Nocturnal Animals,116,Drama,7.5,205240,22500000,32398681,2016,44
Nocturnal Animals,116,Thriller,7.5,205240,22500000,32398681,2016,44
Cyrus,87,Crime,4.7,944,7000000,10062896,2010,44
Cyrus,87,Horror,4.7,944,7000000,10062896,2010,44
Cyrus,87,Mystery,4.7,944,7000000,10062896,2010,44
Concussion,123,Biography,7.1,77576,35000000,50363790,2015,44
Concussion,123,Drama,7.1,77576,35000000,50363790,2015,44
Concussion,123,Sport,7.1,77576,35000000,50363790,2015,44
Admission,107,Comedy,5.7,31849,13000000,18733666,2013,44
Admission,107,Drama,5.7,31849,13000000,18733666,2013,44
Admission,107,Romance,5.7,31849,13000000,18733666,2013,44
The BFG,117,Adventure,6.4,69340,140000000,199646680,2016,43
The BFG,117,Family,6.4,69340,140000000,199646680,2016,43
The BFG,117,Fantasy,6.4,69340,140000000,199646680,2016,43
Solo: A Star Wars Story,135,Action,7.0,226243,275000000,393151347,2018,43
Solo: A Star Wars Story,135,Adventure,7.0,226243,275000000,393151347,2018,43
Solo: A Star Wars Story,135,Fantasy,7.0,226243,275000000,393151347,2018,43
Loving,123,Biography,7.0,28079,9000000,12898064,2016,43
Loving,123,Drama,7.0,28079,9000000,12898064,2016,43
Loving,123,Romance,7.0,28079,9000000,12898064,2016,43
The Secret Life of Pets 2,86,Adventure,6.6,3467,80000000,113351496,2019,42
The Secret Life of Pets 2,86,Animation,6.6,3467,80000000,113351496,2019,42
The Secret Life of Pets 2,86,Comedy,6.6,3467,80000000,113351496,2019,42
Battleship,131,Action,5.8,225342,220000000,313477717,2012,42
Battleship,131,Adventure,5.8,225342,220000000,313477717,2012,42
Battleship,131,Sci-Fi,5.8,225342,220000000,313477717,2012,42
Trance,101,Crime,6.9,104951,16000000,22594052,2013,41
Trance,101,Drama,6.9,104951,16000000,22594052,2013,41
Trance,101,Mystery,6.9,104951,16000000,22594052,2013,41
Kubo and the Two Strings,101,Action,7.8,105578,55000000,77548122,2016,41
Kubo and the Two Strings,101,Adventure,7.8,105578,55000000,77548122,2016,41
Kubo and the Two Strings,101,Animation,7.8,105578,55000000,77548122,2016,41
Casa de mi Padre,84,Comedy,5.5,19170,6000000,8446952,2012,41
Casa de mi Padre,84,Western,5.5,19170,6000000,8446952,2012,41
Let Me In,116,Drama,7.1,107012,20000000,28270399,2010,41
Let Me In,116,Fantasy,7.1,107012,20000000,28270399,2010,41
Let Me In,116,Horror,7.1,107012,20000000,28270399,2010,41
Blade Runner 2049,164,Drama,8.0,376241,185000000,259357408,2017,40
Blade Runner 2049,164,Mystery,8.0,376241,185000000,259357408,2017,40
Blade Runner 2049,164,Sci-Fi,8.0,376241,185000000,259357408,2017,40
Legend of the Guardians: The Owls of Ga'Hoole,97,Action,7.0,73790,100000000,139716717,2010,40
Legend of the Guardians: The Owls of Ga'Hoole,97,Adventure,7.0,73790,100000000,139716717,2010,40
Legend of the Guardians: The Owls of Ga'Hoole,97,Animation,7.0,73790,100000000,139716717,2010,40
Fantastic Four,100,Action,4.3,140148,120000000,167849187,2015,40
Fantastic Four,100,Adventure,4.3,140148,120000000,167849187,2015,40
Fantastic Four,100,Drama,4.3,140148,120000000,167849187,2015,40
Captive,97,Action,5.4,6017,2000000,2791973,2015,40
Captive,97,Crime,5.4,6017,2000000,2791973,2015,40
Captive,97,Drama,5.4,6017,2000000,2791973,2015,40
Priest,87,Action,5.7,108320,60000000,84154026,2011,40
Priest,87,Adventure,5.7,108320,60000000,84154026,2011,40
Priest,87,Fantasy,5.7,108320,60000000,84154026,2011,40
Khumba,85,Adventure,5.7,4984,15000000,20898221,2013,39
Khumba,85,Animation,5.7,4984,15000000,20898221,2013,39
Khumba,85,Family,5.7,4984,15000000,20898221,2013,39
3 Days to Kill,117,Action,6.2,81681,28000000,38959900,2014,39
3 Days to Kill,117,Drama,6.2,81681,28000000,38959900,2014,39
3 Days to Kill,117,Thriller,6.2,81681,28000000,38959900,2014,39
Parker,118,Action,6.2,105529,35000000,48543388,2013,39
Parker,118,Crime,6.2,105529,35000000,48543388,2013,39
Parker,118,Thriller,6.2,105529,35000000,48543388,2013,39
The Odd Life of Timothy Green,105,Comedy,6.6,42770,40000000,55249159,2012,38
The Odd Life of Timothy Green,105,Drama,6.6,42770,40000000,55249159,2012,38
The Odd Life of Timothy Green,105,Family,6.6,42770,40000000,55249159,2012,38
Snatched,90,Action,4.5,29997,42000000,57852177,2017,38
Snatched,90,Adventure,4.5,29997,42000000,57852177,2017,38
Snatched,90,Comedy,4.5,29997,42000000,57852177,2017,38
Keanu,100,Action,6.3,41560,15000000,20688141,2016,38
Keanu,100,Comedy,6.3,41560,15000000,20688141,2016,38
Keanu,100,Crime,6.3,41560,15000000,20688141,2016,38
Edge of Darkness,117,Crime,6.6,84753,60000000,82812456,2010,38
Edge of Darkness,117,Drama,6.6,84753,60000000,82812456,2010,38
Edge of Darkness,117,Mystery,6.6,84753,60000000,82812456,2010,38
Brothers,68,Documentary,7.5,61,13000000,17856688,2015,37
Brothers,156,Action,6.7,10689,13000000,17856688,2015,37
Brothers,156,Drama,6.7,10689,13000000,17856688,2015,37
Brothers,156,Sport,6.7,10689,13000000,17856688,2015,37
Brothers,100,Documentary,7.7,310,13000000,17856688,2015,37
Country Strong,117,Drama,6.3,16296,15000000,20601987,2010,37
Country Strong,117,Music,6.3,16296,15000000,20601987,2010,37
White House Down,131,Action,6.4,191791,150000000,205440387,2013,37
White House Down,131,Drama,6.4,191791,150000000,205440387,2013,37
White House Down,131,Thriller,6.4,191791,150000000,205440387,2013,37
Crimson Peak,119,Drama,6.5,119287,55000000,74966854,2015,36
Crimson Peak,119,Fantasy,6.5,119287,55000000,74966854,2015,36
Crimson Peak,119,Horror,6.5,119287,55000000,74966854,2015,36
Pompeii,105,Action,5.5,100467,80000000,108469033,2014,36
Pompeii,105,Adventure,5.5,100467,80000000,108469033,2014,36
Pompeii,105,Drama,5.5,100467,80000000,108469033,2014,36
Going the Distance,102,Comedy,6.3,54421,32000000,43603990,2010,36
Going the Distance,102,Romance,6.3,54421,32000000,43603990,2010,36
The Sorcerer's Apprentice,109,Action,6.1,143862,160000000,217986320,2010,36
The Sorcerer's Apprentice,109,Adventure,6.1,143862,160000000,217986320,2010,36
The Sorcerer's Apprentice,109,Family,6.1,143862,160000000,217986320,2010,36
Prom,104,Comedy,5.4,14279,8000000,10763183,2011,35
Prom,104,Drama,5.4,14279,8000000,10763183,2011,35
Prom,104,Family,5.4,14279,8000000,10763183,2011,35
Fright Night,106,Comedy,6.4,94555,30000000,40520649,2011,35
Fright Night,106,Horror,6.4,94555,30000000,40520649,2011,35
The Master,138,Drama,7.1,131365,37500000,50647416,2012,35
Unforgettable,100,Drama,5.1,11489,12000000,16221211,2017,35
Unforgettable,100,Thriller,5.1,11489,12000000,16221211,2017,35
Run All Night,114,Action,6.6,94131,50000000,66961644,2015,34
Run All Night,114,Drama,6.6,94131,50000000,66961644,2015,34
Run All Night,114,Thriller,6.6,94131,50000000,66961644,2015,34
Kill the Messenger,112,Biography,7.0,41231,5000000,6656705,2014,33
Kill the Messenger,112,Crime,7.0,41231,5000000,6656705,2014,33
Kill the Messenger,112,Drama,7.0,41231,5000000,6656705,2014,33
Indivisible,119,Drama,5.6,812,2700000,3588305,2018,33
Indivisible,119,War,5.6,812,2700000,3588305,2018,33
Fahrenheit 11/9,128,Documentary,6.7,11628,5000000,6653715,2018,33
Cats & Dogs: The Revenge of Kitty Galore,82,Action,4.3,12642,85000000,113026383,2010,33
Cats & Dogs: The Revenge of Kitty Galore,82,Comedy,4.3,12642,85000000,113026383,2010,33
Cats & Dogs: The Revenge of Kitty Galore,82,Family,4.3,12642,85000000,113026383,2010,33
Patriots Day,133,Action,7.4,76204,40000000,52837989,2016,32
Patriots Day,133,Crime,7.4,76204,40000000,52837989,2016,32
Patriots Day,133,Drama,7.4,76204,40000000,52837989,2016,32
Left Behind,110,Action,3.1,33515,16000000,20769209,2014,30
Left Behind,110,Drama,3.1,33515,16000000,20769209,2014,30
Left Behind,110,Fantasy,3.1,33515,16000000,20769209,2014,30
Triple 9,115,Crime,6.3,60369,20000000,25943792,2016,30
Triple 9,115,Thriller,6.3,60369,20000000,25943792,2016,30
Hot Pursuit,87,Action,5.1,44723,35000000,45671512,2015,30
Hot Pursuit,87,Comedy,5.1,44723,35000000,45671512,2015,30
Hot Pursuit,87,Crime,5.1,44723,35000000,45671512,2015,30
A Wrinkle in Time,109,Adventure,4.2,34888,103000000,133401882,2018,30
A Wrinkle in Time,109,Family,4.2,34888,103000000,133401882,2018,30
A Wrinkle in Time,109,Fantasy,4.2,34888,103000000,133401882,2018,30
The Host,125,Action,5.9,105633,50000000,64477051,2013,29
The Host,125,Adventure,5.9,105633,50000000,64477051,2013,29
The Host,125,Drama,5.9,105633,50000000,64477051,2013,29
The Nutcracker and the Four Realms,99,Adventure,5.5,18734,132900000,170293899,2018,28
The Nutcracker and the Four Realms,99,Family,5.5,18734,132900000,170293899,2018,28
The Nutcracker and the Four Realms,99,Fantasy,5.5,18734,132900000,170293899,2018,28
Hall Pass,105,Comedy,5.9,113775,68000000,87173475,2011,28
Hall Pass,105,Romance,5.9,113775,68000000,87173475,2011,28
Cloud Atlas,172,Action,7.4,326473,102000000,130673154,2012,28
Cloud Atlas,172,Drama,7.4,326473,102000000,130673154,2012,28
Cloud Atlas,172,Mystery,7.4,326473,102000000,130673154,2012,28
The Cold Light of Day,93,Action,4.9,33039,20000000,25361206,2012,27
The Cold Light of Day,93,Thriller,4.9,33039,20000000,25361206,2012,27
Killers,100,Action,5.4,82237,75000000,95572749,2010,27
Killers,100,Comedy,5.4,82237,75000000,95572749,2010,27
Killers,100,Romance,5.4,82237,75000000,95572749,2010,27
The Mortal Instruments: City of Bones,130,Action,5.9,121936,60000000,75965567,2013,27
The Mortal Instruments: City of Bones,130,Fantasy,5.9,121936,60000000,75965567,2013,27
The Mortal Instruments: City of Bones,130,Horror,5.9,121936,60000000,75965567,2013,27
Point Break,114,Action,5.3,53802,100000000,126704591,2015,27
Point Break,114,Crime,5.3,53802,100000000,126704591,2015,27
Point Break,114,Sport,5.3,53802,100000000,126704591,2015,27
Safe,94,Action,6.5,96388,33000000,41495213,2012,26
Safe,94,Crime,6.5,96388,33000000,41495213,2012,26
Safe,94,Thriller,6.5,96388,33000000,41495213,2012,26
Dinner for Schmucks,114,Comedy,5.9,91546,69000000,86796502,2010,26
Rabbit Hole,91,Drama,7.0,45357,5000000,6205034,2010,24
The Future,91,Drama,6.2,7648,1000000,1239174,2011,24
The Future,91,Fantasy,6.2,7648,1000000,1239174,2011,24
The Future,91,Romance,6.2,7648,1000000,1239174,2011,24
The Snowman,119,Crime,5.1,47890,35000000,43226146,2017,24
The Snowman,119,Drama,5.1,47890,35000000,43226146,2017,24
The Snowman,119,Mystery,5.1,47890,35000000,43226146,2017,24
Criminal,113,Action,6.3,51666,31500000,38771262,2016,23
Criminal,113,Crime,6.3,51666,31500000,38771262,2016,23
Criminal,113,Drama,6.3,51666,31500000,38771262,2016,23
All Eyez on Me,139,Biography,5.8,18541,45000000,54876855,2017,22
All Eyez on Me,139,Drama,5.8,18541,45000000,54876855,2017,22
All Eyez on Me,139,Music,5.8,18541,45000000,54876855,2017,22
The Watch,102,Action,5.7,115757,55000000,67130045,2012,22
The Watch,102,Comedy,5.7,115757,55000000,67130045,2012,22
The Watch,102,Horror,5.7,115757,55000000,67130045,2012,22
Tomorrowland,130,Action,6.4,161343,170000000,206627518,2015,22
Tomorrowland,130,Adventure,6.4,161343,170000000,206627518,2015,22
Tomorrowland,130,Family,6.4,161343,170000000,206627518,2015,22
Beautiful Creatures,124,Drama,6.2,79764,50000000,60282876,2013,21
Beautiful Creatures,124,Fantasy,6.2,79764,50000000,60282876,2013,21
Beautiful Creatures,124,Romance,6.2,79764,50000000,60282876,2013,21
Hearts Beat Loud,97,Comedy,6.9,6543,2000000,2420962,2018,21
Hearts Beat Loud,97,Drama,6.9,6543,2000000,2420962,2018,21
Hearts Beat Loud,97,Music,6.9,6543,2000000,2420962,2018,21
Sucker Punch,110,Action,6.1,218371,75000000,89758389,2011,20
Sucker Punch,110,Adventure,6.1,218371,75000000,89758389,2011,20
Sucker Punch,110,Fantasy,6.1,218371,75000000,89758389,2011,20
Steve Jobs,122,Biography,7.2,138668,30000000,35579007,2015,19
Steve Jobs,122,Drama,7.2,138668,30000000,35579007,2015,19
Valerian and the City of a Thousand Planets,137,Action,6.5,139792,180000000,215098356,2017,19
Valerian and the City of a Thousand Planets,137,Adventure,6.5,139792,180000000,215098356,2017,19
Valerian and the City of a Thousand Planets,137,Fantasy,6.5,139792,180000000,215098356,2017,19
Arthur,110,Comedy,5.7,49013,40000000,47787943,2011,19
Arthur,110,Romance,5.7,49013,40000000,47787943,2011,19
The Nice Guys,116,Action,7.4,240337,50000000,59596747,2016,19
The Nice Guys,116,Comedy,7.4,240337,50000000,59596747,2016,19
The Nice Guys,116,Crime,7.4,240337,50000000,59596747,2016,19
The Losers,97,Action,6.4,83876,25000000,29863840,2010,19
The Losers,97,Adventure,6.4,83876,25000000,29863840,2010,19
The Losers,97,Crime,6.4,83876,25000000,29863840,2010,19
Draft Day,110,Drama,6.8,48812,25000000,29847480,2014,19
Draft Day,110,Sport,6.8,48812,25000000,29847480,2014,19
Power Rangers,124,Action,6.0,92013,120000000,142531552,2017,19
Power Rangers,124,Adventure,6.0,92013,120000000,142531552,2017,19
Power Rangers,124,Sci-Fi,6.0,92013,120000000,142531552,2017,19
Seeking a Friend for the End of the World,101,Adventure,6.7,102047,10000000,11766959,2012,18
Seeking a Friend for the End of the World,101,Comedy,6.7,102047,10000000,11766959,2012,18
Seeking a Friend for the End of the World,101,Drama,6.7,102047,10000000,11766959,2012,18
The Raven,110,Crime,6.4,79578,26000000,30601801,2012,18
The Raven,110,Mystery,6.4,79578,26000000,30601801,2012,18
The Raven,110,Thriller,6.4,79578,26000000,30601801,2012,18
Can You Ever Forgive Me?,106,Biography,7.2,29473,10000000,11752387,2018,18
Can You Ever Forgive Me?,106,Comedy,7.2,29473,10000000,11752387,2018,18
Can You Ever Forgive Me?,106,Crime,7.2,29473,10000000,11752387,2018,18
Man on a Ledge,102,Action,6.6,137507,42000000,49621440,2012,18
Man on a Ledge,102,Adventure,6.6,137507,42000000,49621440,2012,18
Man on a Ledge,102,Crime,6.6,137507,42000000,49621440,2012,18
Vice,132,Biography,7.2,72855,60000000,70883171,2018,18
Vice,132,Comedy,7.2,72855,60000000,70883171,2018,18
Vice,132,Drama,7.2,72855,60000000,70883171,2018,18
