primary_title,runtime_minutes,genres,production_budget,worldwide_gross,year,ROI
The Secret Life of Walter Mitty,114,"Adventure,Comedy,Drama",91000000,187861183,2013,106
The Five-Year Engagement,124,"Comedy,Romance",30000000,61623819,2012,105
Larry Crowne,98,"Comedy,Drama,Romance",30000000,61449135,2011,105
Mirror Mirror,106,"Adventure,Comedy,Drama",85000000,173613482,2012,104
Wrath of the Titans,99,"Action,Adventure,Fantasy",150000000,305270083,2012,104
Abraham Lincoln: Vampire Hunter,105,"Action,Fantasy,Horror",67500000,137489730,2012,104
The Perfect Match,96,"Comedy,Romance",5000000,10182050,2016,104
12 Strong,130,"Action,Drama,History",35000000,71118378,2018,103
Dumbo,112,"Adventure,Family,Fantasy",170000000,345004422,2019,103
Office Christmas Party,105,Comedy,45000000,91323299,2016,103
August: Osage County,121,"Comedy,Drama",25000000,50738810,2013,103
Runner Runner,88,"Crime,Thriller",30000000,60512680,2013,102
RoboCop,117,"Action,Crime,Sci-Fi",120000000,242981799,2014,102
Free Birds,91,"Adventure,Animation,Comedy",55000000,110387072,2013,101
When the Game Stands Tall,115,"Drama,Family,Sport",15000000,30138912,2014,101
The Book of Eli,118,"Action,Adventure,Drama",80000000,158750817,2010,98
Monte Carlo,109,"Adventure,Comedy,Family",20000000,39686769,2011,98
Robot & Frank,89,"Comedy,Crime,Drama",2500000,4934356,2012,97
Made in Dagenham,113,"Biography,Comedy,Drama",8000000,15644196,2010,96
Wish Upon,90,"Drama,Fantasy,Horror",12000000,23477345,2017,96
Alpha,96,"Adventure,Drama,Family",51000000,99624873,2018,95
Swiss Army Man,97,"Adventure,Comedy,Drama",3000000,5837111,2016,95
The Book of Life,95,"Adventure,Animation,Comedy",50000000,97651543,2014,95
Glee: The 3D Concert Movie,84,"Documentary,Music",9000000,17462398,2011,94
The Legend of Tarzan,110,"Action,Adventure,Drama",180000000,348902025,2016,94
After Earth,100,"Action,Adventure,Drama",130000000,251499665,2013,93
Florence Foster Jenkins,111,"Biography,Comedy,Drama",29000000,56000339,2016,93
Animal Kingdom,113,"Crime,Drama",4200000,8078683,2010,92
Exodus: Gods and Kings,150,"Action,Adventure,Drama",140000000,268314513,2014,92
Jack and Jill,91,Comedy,79000000,150519217,2011,91
On the Basis of Sex,120,"Biography,Drama",20000000,38073377,2018,90
Young Adult,94,"Comedy,Drama",12000000,22750356,2011,90
Mile 22,94,"Action,Adventure,Thriller",35000000,66295121,2018,89
The Dark Tower,95,"Action,Adventure,Fantasy",60000000,113461527,2017,89
Snow Flower and the Secret Fan,104,"Drama,History",6000000,11348205,2011,89
The Longest Ride,123,"Drama,Romance",34000000,63802928,2015,88
Pacific Rim: Uprising,111,"Action,Adventure,Sci-Fi",155000000,290930148,2018,88
The Boxtrolls,96,"Adventure,Animation,Comedy",60000000,111946251,2014,87
Mary Queen of Scots,124,"Biography,Drama,History",25000000,46734733,2018,87
The 15:17 to Paris,94,"Biography,Drama,Thriller",30000000,56096200,2018,87
Incarnate,91,"Horror,Thriller",5000000,9371036,2016,87
Something Borrowed,112,"Comedy,Drama,Romance",35000000,65084116,2011,86
Kites,123,"Action,Drama,Romance",9200000,17155193,2010,86
Black Mass,123,"Biography,Crime,Drama",53000000,98837872,2015,86
Mr. Peabody & Sherman,92,"Adventure,Animation,Comedy",145000000,269806430,2014,86
Widows,129,"Crime,Drama,Thriller",40000000,73866088,2018,85
Youth,124,"Comedy,Drama,Music",13000000,24001573,2015,85
The Great Gatsby,143,"Drama,Romance",190000000,351040419,2013,85
Housefull,144,Comedy,10100000,18726300,2010,85
Burnt,101,"Comedy,Drama",20000000,36773510,2015,84
Ramona and Beezus,103,"Adventure,Comedy,Family",15000000,27469621,2010,83
Savages,131,"Crime,Drama,Thriller",45000000,82513490,2012,83
Hot Tub Time Machine,101,"Comedy,Sci-Fi",36000000,65967750,2010,83
Rango,107,"Adventure,Animation,Comedy",135000000,245724600,2011,82
Star Trek Beyond,122,"Action,Adventure,Sci-Fi",185000000,335802233,2016,82
Just Wright,100,"Comedy,Romance,Sport",12000000,21867665,2010,82
Teenage Mutant Ninja Turtles: Out of the Shadows,112,"Action,Adventure,Comedy",135000000,245328374,2016,82
The Darkest Hour,89,"Action,Adventure,Horror",34800000,62831715,2011,81
Colombiana,108,"Action,Drama,Thriller",40000000,72295262,2011,81
For Colored Girls,133,Drama,21000000,38017873,2010,81
A Very Harold & Kumar 3D Christmas,90,"Adventure,Comedy",20000000,36265745,2011,81
The Magnificent Seven,132,"Action,Adventure,Western",90000000,162525156,2016,81
The Predator,107,"Action,Adventure,Sci-Fi",88000000,159487563,2018,81
The Three Stooges,92,"Comedy,Family",30000000,54052249,2012,80
ParaNorman,92,"Adventure,Animation,Comedy",60000000,108119662,2012,80
Marmaduke,87,"Comedy,Family",50000000,89895930,2010,80
Mr. Turner,150,"Biography,Drama,History",14000000,25187026,2014,80
The Mechanic,93,"Action,Crime,Thriller",42500000,76347393,2011,80
The Good Dinosaur,93,"Adventure,Animation,Comedy",187500000,333771037,2015,78
Tower Heist,104,"Action,Comedy,Crime",85000000,150422946,2011,77
The Tree of Life,139,"Drama,Fantasy",35000000,61721826,2011,76
Arthur Christmas,97,"Adventure,Animation,Comedy",85000000,149717124,2011,76
The Walk,123,"Adventure,Biography,Drama",35000000,61492104,2015,76
The Walk,89,"Crime,Thriller",35000000,61492104,2015,76
Godzilla: King of the Monsters,132,"Action,Adventure,Fantasy",170000000,299276941,2019,76
First Man,141,"Biography,Drama,History",60000000,105203825,2018,75
Grudge Match,113,"Comedy,Drama,Sport",40000000,69807260,2013,75
The Lego Ninjago Movie,101,"Action,Adventure,Animation",70000000,122737201,2017,75
Life,104,"Horror,Sci-Fi,Thriller",58000000,100929666,2017,74
Endless Love,104,"Drama,Romance",20000000,34718173,2014,74
Unstoppable,98,"Action,Thriller",95000000,165720921,2010,74
Gangster Squad,113,"Action,Crime,Drama",60000000,104100903,2013,74
Here Comes the Boom,105,"Action,Comedy,Sport",42000000,73239258,2012,74
Secretariat,123,"Biography,Drama,Family",35000000,60376247,2010,73
Leap Year,94,"Drama,Romance",19000000,32618920,2010,72
Leap Year,100,"Comedy,Romance",19000000,32618920,2010,72
War Dogs,114,"Comedy,Crime,Drama",50000000,86234503,2016,72
Zambezia,83,"Adventure,Animation,Comedy",20000000,34454336,2012,72
The Other Guys,107,"Action,Comedy,Crime",100000000,170936470,2010,71
The Family,111,"Comedy,Crime,Thriller",30000000,51078541,2013,70
Legend,132,"Biography,Crime,Drama",25000000,42425450,2015,70
Lockout,95,"Action,Sci-Fi,Thriller",20000000,33943049,2012,70
The Family,152,"Comedy,Crime,Drama",30000000,51078541,2013,70
Norm of the North,90,"Adventure,Animation,Comedy",18000000,30535660,2016,70
The Birth of a Nation,120,"Biography,Drama,History",10000000,16891011,2016,69
Joy,124,Drama,60000000,101134059,2015,69
Total Recall,118,"Action,Adventure,Mystery",125000000,211856088,2012,69
RED 2,116,"Action,Comedy,Crime",84000000,141507355,2013,68
The Spy Next Door,94,"Action,Comedy,Family",28000000,46752858,2010,67
Winnie the Pooh,63,"Adventure,Animation,Comedy",30000000,50145607,2011,67
Kidnap,95,"Crime,Drama,Thriller",21000000,34836080,2017,66
If Beale Street Could Talk,119,"Drama,Romance",12000000,19859167,2018,65
Adrift,96,"Action,Adventure,Biography",35000000,57897191,2018,65
Burlesque,119,"Drama,Music,Musical",55000000,90552675,2010,65
The Last Witch Hunter,106,"Action,Adventure,Fantasy",80000000,130818912,2015,64
You Again,105,"Comedy,Family,Romance",20000000,32838945,2010,64
Secret in Their Eyes,111,"Crime,Drama,Mystery",20000000,32608019,2015,63
Jersey Boys,134,"Biography,Drama,Music",40000000,65282732,2014,63
Alice Through the Looking Glass,113,"Adventure,Family,Fantasy",170000000,276928112,2016,63
Death Wish,107,"Action,Crime,Drama",30000000,48575965,2018,62
N-Secure,105,"Crime,Drama,Thriller",1600000,2595644,2010,62
Diary of a Wimpy Kid: The Long Haul,91,"Comedy,Family",22000000,35609577,2017,62
The Internship,119,Comedy,58000000,93672764,2013,62
Fist Fight,91,Comedy,25000000,40286416,2017,61
The A-Team,117,"Action,Adventure,Thriller",110000000,177241171,2010,61
The Last Stand,107,"Action,Thriller",30000000,48330757,2013,61
Dolphin Tale 2,107,"Drama,Family",36000000,57824533,2014,61
Ghostbusters,116,"Action,Comedy,Fantasy",144000000,229008658,2016,59
Columbus,104,Drama,700000,1110511,2017,59
Dark Shadows,113,"Comedy,Fantasy,Horror",150000000,238202668,2012,59
The Best of Me,118,"Drama,Romance",26000000,41059418,2014,58
Million Dollar Arm,124,"Biography,Drama,Sport",25000000,39217912,2014,57
The Eagle,114,"Action,Adventure,Drama",25000000,38993548,2011,56
The Sitter,81,Comedy,25000000,38749404,2011,55
The Gambler,111,"Crime,Drama,Thriller",25000000,38718031,2014,55
The Three Musketeers,110,"Action,Adventure,Romance",90000000,139877913,2011,55
Entourage,104,Comedy,30000000,46438538,2015,55
Robin Hood,140,"Action,Adventure,Drama",210000000,322459006,2010,54
Our Family Wedding,103,"Comedy,Romance",14000000,21410546,2010,53
Logan Lucky,118,"Comedy,Crime,Drama",29000000,44264271,2017,53
Ghost in the Shell,107,"Action,Drama,Sci-Fi",110000000,167910690,2017,53
The Judge,141,"Crime,Drama",50000000,76119388,2014,52
Carnage,80,"Comedy,Drama",25000000,38112154,2011,52
The Hate U Give,133,"Crime,Drama",23000000,35067665,2018,52
Please Give,87,"Comedy,Drama",3000000,4570178,2010,52
The Drop,106,"Crime,Drama",12600000,19054534,2014,51
Cop Out,107,"Action,Comedy,Crime",37000000,55909910,2010,51
What's Your Number?,106,"Comedy,Romance",20000000,30163785,2011,51
The Wall,88,"Action,Drama,Thriller",3000000,4495262,2017,50
The Reef,94,"Adventure,Drama,Horror",10000000,15037867,2010,50
The Wall,5,Documentary,3000000,4495262,2017,50
Morning Glory,107,"Comedy,Drama,Romance",40000000,59795070,2010,49
The Big Wedding,89,"Comedy,Drama,Romance",32500000,48425971,2013,49
Faster,98,"Action,Crime,Drama",24000000,35792945,2010,49
Escape Plan,115,"Action,Crime,Mystery",70000000,103735965,2013,48
Sherlock Gnomes,86,"Adventure,Animation,Comedy",59000000,87527651,2018,48
The Man with the Iron Fists,95,Action,15000000,22018988,2012,47
Grace Unplugged,102,"Drama,Music",1700000,2507159,2013,47
Patti Cake$,109,"Drama,Music",1000000,1471090,2017,47
30 Minutes or Less,83,"Action,Comedy,Crime",28000000,40966716,2011,46
Oddball,5,Documentary,7000000,10237229,2016,46
The Ghost Writer,128,"Drama,Mystery,Thriller",45000000,65532491,2010,46
The Change-Up,112,"Comedy,Fantasy",52000000,75997067,2011,46
Anna Karenina,129,"Drama,Romance",49000000,71004627,2012,45
Lottery Ticket,99,Comedy,17000000,24719879,2010,45
Muppets Most Wanted,107,"Adventure,Comedy,Crime",55000000,79312301,2014,44
Concussion,123,"Biography,Drama,Sport",35000000,50363790,2015,44
Admission,107,"Comedy,Drama,Romance",13000000,18733666,2013,44
Cyrus,91,"Comedy,Drama,Romance",7000000,10062896,2010,44
Cyrus,87,"Crime,Horror,Mystery",7000000,10062896,2010,44
The Nut Job 2: Nutty by Nature,91,"Adventure,Animation,Comedy",40000000,57438389,2017,44
Nocturnal Animals,116,"Drama,Thriller",22500000,32398681,2016,44
The BFG,117,"Adventure,Family,Fantasy",140000000,199646680,2016,43
Loving,123,"Biography,Drama,Romance",9000000,12898064,2016,43
Solo: A Star Wars Story,135,"Action,Adventure,Fantasy",275000000,393151347,2018,43
The Secret Life of Pets 2,86,"Adventure,Animation,Comedy",80000000,113351496,2019,42
Battleship,131,"Action,Adventure,Sci-Fi",220000000,313477717,2012,42
Trance,101,"Crime,Drama,Mystery",16000000,22594052,2013,41
Casa de mi Padre,84,"Comedy,Western",6000000,8446952,2012,41
Let Me In,116,"Drama,Fantasy,Horror",20000000,28270399,2010,41
Kubo and the Two Strings,101,"Action,Adventure,Animation",55000000,77548122,2016,41
Priest,87,"Action,Adventure,Fantasy",60000000,84154026,2011,40
Fantastic Four,100,"Action,Adventure,Drama",120000000,167849187,2015,40
Captive,97,"Action,Crime,Drama",2000000,2791973,2015,40
Legend of the Guardians: The Owls of Ga'Hoole,97,"Action,Adventure,Animation",100000000,139716717,2010,40
Blade Runner 2049,164,"Drama,Mystery,Sci-Fi",185000000,259357408,2017,40
Parker,118,"Action,Crime,Thriller",35000000,48543388,2013,39
3 Days to Kill,117,"Action,Drama,Thriller",28000000,38959900,2014,39
Khumba,85,"Adventure,Animation,Family",15000000,20898221,2013,39
Snatched,90,"Action,Adventure,Comedy",42000000,57852177,2017,38
Edge of Darkness,117,"Crime,Drama,Mystery",60000000,82812456,2010,38
The Odd Life of Timothy Green,105,"Comedy,Drama,Family",40000000,55249159,2012,38
Keanu,100,"Action,Comedy,Crime",15000000,20688141,2016,38
Brothers,100,Documentary,13000000,17856688,2015,37
White House Down,131,"Action,Drama,Thriller",150000000,205440387,2013,37
Country Strong,117,"Drama,Music",15000000,20601987,2010,37
Brothers,68,Documentary,13000000,17856688,2015,37
Brothers,156,"Action,Drama,Sport",13000000,17856688,2015,37
The Sorcerer's Apprentice,109,"Action,Adventure,Family",160000000,217986320,2010,36
Crimson Peak,119,"Drama,Fantasy,Horror",55000000,74966854,2015,36
Pompeii,105,"Action,Adventure,Drama",80000000,108469033,2014,36
Going the Distance,102,"Comedy,Romance",32000000,43603990,2010,36
Fright Night,106,"Comedy,Horror",30000000,40520649,2011,35
Unforgettable,100,"Drama,Thriller",12000000,16221211,2017,35
Prom,104,"Comedy,Drama,Family",8000000,10763183,2011,35
The Master,138,Drama,37500000,50647416,2012,35
Run All Night,114,"Action,Drama,Thriller",50000000,66961644,2015,34
Kill the Messenger,112,"Biography,Crime,Drama",5000000,6656705,2014,33
Indivisible,119,"Drama,War",2700000,3588305,2018,33
Cats & Dogs: The Revenge of Kitty Galore,82,"Action,Comedy,Family",85000000,113026383,2010,33
Fahrenheit 11/9,128,Documentary,5000000,6653715,2018,33
Patriots Day,133,"Action,Crime,Drama",40000000,52837989,2016,32
Hot Pursuit,87,"Action,Comedy,Crime",35000000,45671512,2015,30
Triple 9,115,"Crime,Thriller",20000000,25943792,2016,30
Left Behind,110,"Action,Drama,Fantasy",16000000,20769209,2014,30
A Wrinkle in Time,109,"Adventure,Family,Fantasy",103000000,133401882,2018,30
The Host,125,"Action,Adventure,Drama",50000000,64477051,2013,29
Cloud Atlas,172,"Action,Drama,Mystery",102000000,130673154,2012,28
Hall Pass,105,"Comedy,Romance",68000000,87173475,2011,28
The Nutcracker and the Four Realms,99,"Adventure,Family,Fantasy",132900000,170293899,2018,28
The Cold Light of Day,93,"Action,Thriller",20000000,25361206,2012,27
Killers,100,"Action,Comedy,Romance",75000000,95572749,2010,27
Point Break,114,"Action,Crime,Sport",100000000,126704591,2015,27
The Mortal Instruments: City of Bones,130,"Action,Fantasy,Horror",60000000,75965567,2013,27
Dinner for Schmucks,114,Comedy,69000000,86796502,2010,26
Safe,94,"Action,Crime,Thriller",33000000,41495213,2012,26
Rabbit Hole,91,Drama,5000000,6205034,2010,24
The Snowman,119,"Crime,Drama,Mystery",35000000,43226146,2017,24
The Future,91,"Drama,Fantasy,Romance",1000000,1239174,2011,24
Criminal,113,"Action,Crime,Drama",31500000,38771262,2016,23
The Watch,102,"Action,Comedy,Horror",55000000,67130045,2012,22
Tomorrowland,130,"Action,Adventure,Family",170000000,206627518,2015,22
All Eyez on Me,139,"Biography,Drama,Music",45000000,54876855,2017,22
Hearts Beat Loud,97,"Comedy,Drama,Music",2000000,2420962,2018,21
Beautiful Creatures,124,"Drama,Fantasy,Romance",50000000,60282876,2013,21
Sucker Punch,110,"Action,Adventure,Fantasy",75000000,89758389,2011,20
Arthur,110,"Comedy,Romance",40000000,47787943,2011,19
The Losers,97,"Action,Adventure,Crime",25000000,29863840,2010,19
Valerian and the City of a Thousand Planets,137,"Action,Adventure,Fantasy",180000000,215098356,2017,19
Power Rangers,124,"Action,Adventure,Sci-Fi",120000000,142531552,2017,19
Draft Day,110,"Drama,Sport",25000000,29847480,2014,19
The Nice Guys,116,"Action,Comedy,Crime",50000000,59596747,2016,19
Steve Jobs,122,"Biography,Drama",30000000,35579007,2015,19
Seeking a Friend for the End of the World,101,"Adventure,Comedy,Drama",10000000,11766959,2012,18
The Raven,110,"Crime,Mystery,Thriller",26000000,30601801,2012,18
Vice,132,"Biography,Comedy,Drama",60000000,70883171,2018,18
Man on a Ledge,102,"Action,Adventure,Crime",42000000,49621440,2012,18
Middle of Nowhere,97,Drama,200000,236806,2012,18
Can You Ever Forgive Me?,106,"Biography,Comedy,Crime",10000000,11752387,2018,18
Happy Feet Two,100,"Adventure,Animation,Comedy",135000000,157956466,2011,17
Ender's Game,114,"Action,Adventure,Fantasy",110000000,127983283,2013,16
Me and Earl and the Dying Girl,105,"Comedy,Drama,Romance",8000000,9266180,2015,16
"I, Frankenstein",92,"Action,Fantasy,Horror",65000000,74575290,2014,15
Wonder Park,85,"Adventure,Animation,Comedy",100000000,115149422,2019,15
The Vatican Tapes,91,"Horror,Thriller",13000000,14929184,2015,15
The 33,127,"Biography,Drama,History",25000000,28400715,2015,14
Albert Nobbs,113,"Drama,Romance",7500000,8539003,2011,14
Shut In,91,"Drama,Mystery,Thriller",10000000,11360665,2016,14
The Diary of a Teenage Girl,102,"Comedy,Drama,Romance",2000000,2279959,2015,14
The Darkest Minds,104,"Action,Adventure,Drama",34000000,38361428,2018,13
Joyful Noise,118,"Comedy,Drama,Music",27500000,31157914,2012,13
Allied,124,"Action,Drama,Romance",106000000,119266661,2016,13
Furry Vengeance,92,"Comedy,Family",35000000,39340177,2010,12
Cirque du Soleil: Worlds Away,91,Fantasy,25000000,28012862,2012,12
Zoolander 2,101,Comedy,50000000,55348693,2016,11
Woodlawn,123,"Drama,Sport",13000000,14403703,2015,11
Get on Up,139,"Biography,Drama,Music",30000000,33339868,2014,11
The Light Between Oceans,133,"Drama,Romance",20000000,22281732,2016,11
Green Lantern,114,"Action,Adventure,Sci-Fi",200000000,219535492,2011,10
Wish I Was Here,106,"Comedy,Drama",6000000,6591365,2014,10
The Campaign,85,Comedy,95000000,104907746,2012,10
Charlie St. Cloud,99,"Drama,Fantasy,Romance",44000000,48478084,2010,10
Long Shot,125,"Comedy,Romance",40000000,43711031,2019,9
Grave Encounters,92,Horror,2000000,2151887,2011,8
American Assassin,112,"Action,Thriller",63000000,68310140,2017,8
Letters to God,110,"Drama,Family",3000000,3237452,2010,8
I Want Your Money,92,Documentary,400000,433588,2010,8
American Ultra,96,"Action,Comedy,Sci-Fi",28000000,30295028,2015,8
Circumstance,107,Drama,900000,958978,2011,7
Holy Motors,115,"Drama,Fantasy",4000000,4230426,2012,6
Take Shelter,121,"Drama,Horror,Thriller",4750000,4972016,2011,5
Cold Pursuit,119,"Action,Crime,Drama",60000000,62599159,2019,4
Scouts Guide to the Zombie Apocalypse,93,"Action,Comedy,Horror",15000000,15554855,2015,4
John Carter,132,"Action,Adventure,Sci-Fi",275000000,282778100,2012,3
The Guilt Trip,95,"Comedy,Drama",40000000,41294674,2012,3
Transcendence,119,"Action,Drama,Sci-Fi",100000000,103039258,2014,3
The Best of Enemies,133,"Biography,Drama,History",10000000,10205616,2019,2
Miss Bala,104,"Action,Crime,Drama",15000000,15362298,2019,2
I Don't Know How She Does It,89,"Comedy,Romance",24000000,24474463,2011,2
Jupiter Ascending,127,"Action,Adventure,Sci-Fi",179000000,181982519,2015,2
The Dilemma,111,"Comedy,Drama",70000000,70546865,2011,1
That's My Boy,116,Comedy,57500000,58085235,2012,1
Alex Cross,101,"Action,Crime,Mystery",35000000,35426759,2012,1
Pan,111,"Adventure,Comedy,Family",150000000,151525973,2015,1
Jack the Giant Slayer,114,"Adventure,Fantasy",195000000,197687603,2013,1
Holmes & Watson,90,"Adventure,Comedy,Crime",42000000,41926605,2018,0
Stoker,99,"Drama,Thriller",12000000,12034913,2013,0
And So It Goes,94,"Comedy,Drama,Romance",18000000,17920013,2014,0
Hugo,126,"Adventure,Drama,Family",180000000,180047784,2011,0
Gods of Egypt,127,"Action,Adventure,Fantasy",140000000,138836756,2016,-1
Broken City,109,"Crime,Drama,Thriller",35000000,34480045,2013,-1
Same Kind of Different as Me,119,"Biography,Drama",6500000,6423605,2017,-1
Green Zone,115,"Action,Drama,Thriller",100000000,97523020,2010,-2
Warrior,140,"Drama,Sport",25000000,24215385,2011,-3
90 Minutes in Heaven,121,Drama,5000000,4816142,2015,-4
Ben-Hur,123,"Action,Adventure,Drama",95000000,91669648,2016,-4
LOL,97,"Comedy,Drama,Romance",11000000,10431506,2012,-5
Conviction,107,"Biography,Crime,Drama",12500000,11826980,2010,-5
The Lone Ranger,150,"Action,Adventure,Western",275000000,260002115,2013,-5
The Wolfman,103,"Drama,Fantasy,Horror",150000000,142634358,2010,-5
Only God Forgives,90,"Crime,Drama",4800000,4494560,2013,-6
Denial,109,"Biography,Drama",10000000,9263940,2016,-7
Killer Elite,116,"Action,Crime,Thriller",70000000,65409046,2011,-7
Denial,93,Documentary,10000000,9263940,2016,-7
Dredd,95,"Action,Crime,Sci-Fi",45000000,41467606,2012,-8
Hot Tub Time Machine 2,93,"Comedy,Mystery,Sci-Fi",14000000,12826644,2015,-8
Table 19,87,"Comedy,Drama,Romance",5000000,4620399,2017,-8
Machete Kills,107,"Action,Crime,Sci-Fi",20000000,18273009,2013,-9
Early Man,89,"Adventure,Animation,Comedy",50000000,45285890,2018,-9
Bad Times at the El Royale,141,"Crime,Drama,Mystery",32000000,29204379,2018,-9
Morgan,92,"Action,Horror,Sci-Fi",8000000,7298786,2016,-9
In the Heart of the Sea,122,"Action,Adventure,Biography",100000000,89693309,2015,-10
Premium Rush,91,"Action,Crime,Thriller",35000000,31393201,2012,-10
Little Boy,106,"Drama,History,War",20000000,17769299,2015,-11
Before I Go to Sleep,92,"Drama,Horror,Mystery",22000000,19563579,2014,-11
The Collection,82,"Action,Horror,Thriller",10000000,8890094,2012,-11
47 Ronin,128,"Action,Adventure,Drama",175000000,151716815,2013,-13
Rock of Ages,123,"Comedy,Drama,Musical",70000000,61031932,2012,-13
Red Tails,125,"Action,Adventure,Drama",58000000,50365498,2012,-13
White Boy Rick,111,"Crime,Drama",30000000,25947983,2018,-14
MacGruber,90,"Action,Comedy,Romance",10000000,8629895,2010,-14
Robin Hood,116,"Action,Adventure,Thriller",99000000,84747441,2018,-14
The Incredible Burt Wonderstone,100,"Adventure,Comedy,Fantasy",32000000,27392609,2013,-14
One for the Money,91,"Action,Comedy,Crime",42000000,36197221,2012,-14
Mortal Engines,128,"Action,Adventure,Fantasy",100000000,85287417,2018,-15
Mandela: Long Walk to Freedom,141,"Biography,Drama,History",35000000,29890402,2013,-15
Peeples,95,"Comedy,Romance",11000000,9307166,2013,-15
Hotel Artemis,94,"Action,Drama,Sci-Fi",15000000,12758799,2018,-15
I Origins,106,"Drama,Romance,Sci-Fi",1000000,852399,2014,-15
Danny Collins,106,"Biography,Comedy,Drama",10000000,8465845,2015,-15
The Legend of Hercules,99,"Action,Adventure,Fantasy",70000000,58953319,2014,-16
For Greater Glory: The True Story of Cristiada,145,"Drama,History,War",12000000,10026255,2012,-16
Marshall,118,"Biography,Crime,Drama",12000000,10116816,2017,-16
Father Figures,113,"Adventure,Comedy,Drama",25000000,21038441,2017,-16
Battle of the Year,110,"Drama,Music",20000000,16723377,2013,-16
Dream House,84,"Drama,Mystery,Thriller",50000000,41642166,2011,-17
It's Kind of a Funny Story,101,"Comedy,Drama,Romance",8000000,6632950,2010,-17
The Brothers Grimsby,83,"Action,Adventure,Comedy",35000000,28720470,2016,-18
Red Lights,114,"Drama,Fantasy,Horror",17700000,14518884,2012,-18
Drive Angry,104,"Action,Fantasy,Thriller",50000000,41042583,2011,-18
Hellboy,120,"Action,Adventure,Fantasy",50000000,40725492,2019,-19
Drinking Buddies,90,"Comedy,Drama,Romance",500000,407100,2013,-19
Downsizing,135,"Drama,Sci-Fi",68000000,54462971,2017,-20
Trouble with the Curve,111,"Drama,Sport",60000000,47818913,2012,-20
Fun Size,86,"Adventure,Comedy",14000000,11166615,2012,-20
King Arthur: Legend of the Sword,126,"Action,Adventure,Drama",175000000,139630336,2017,-20
Regression,106,"Crime,Horror,Mystery",20000000,15824374,2015,-21
Cedar Rapids,87,Comedy,10000000,7862131,2011,-21
People Like Us,114,"Comedy,Drama",16000000,12617472,2012,-21
Deepwater Horizon,107,"Action,Drama,History",156000000,122603824,2016,-21
The House,88,"Comedy,Crime",40000000,31192425,2017,-22
Victor Frankenstein,110,"Drama,Horror,Sci-Fi",40000000,31124367,2015,-22
Annihilation,115,"Adventure,Drama,Horror",55000000,43070915,2018,-22
The Hurricane Heist,103,"Action,Adventure,Crime",40000000,30963684,2018,-23
Churchill,105,"Biography,Drama,History",10000000,7582196,2017,-24
Shark Night 3D,90,"Horror,Thriller",25000000,18877153,2011,-24
American Honey,163,"Adventure,Drama,Romance",3500000,2611750,2016,-25
Wanderlust,98,"Comedy,Romance",32500000,24159934,2012,-26
Never Let Me Go,103,"Drama,Romance,Sci-Fi",15000000,11173718,2010,-26
A Dangerous Method,99,"Biography,Drama,Romance",20000000,14807531,2011,-26
Battle of the Sexes,121,"Biography,Comedy,Drama",25000000,18445379,2017,-26
Red Dawn,93,"Action,Sci-Fi,Thriller",65000000,48164150,2012,-26
Inherent Vice,148,"Comedy,Crime,Drama",20000000,14772346,2014,-26
The Thing,103,"Horror,Mystery,Sci-Fi",38000000,27573078,2011,-27
I Spit on Your Grave,108,"Horror,Thriller",1750000,1278471,2010,-27
Proud Mary,89,"Action,Crime,Drama",30000000,21709539,2018,-28
Whiskey Tango Foxtrot,112,"Biography,Comedy,Drama",35000000,25350747,2016,-28
Snowden,134,"Biography,Drama,Thriller",50000000,35380918,2016,-29
Anomalisa,90,"Animation,Comedy,Drama",8000000,5706168,2015,-29
Conan the Barbarian,113,"Action,Adventure,Fantasy",90000000,63356133,2011,-30
Out of the Furnace,116,"Crime,Drama,Thriller",22000000,15434375,2013,-30
The Finest Hours,117,"Action,Drama,History",70000000,49252761,2016,-30
Aloha,105,"Comedy,Drama,Romance",37000000,25387091,2015,-31
Baahubali: The Beginning,159,"Action,Drama",40000000,26736665,2015,-33
The Signal,97,"Drama,Mystery,Sci-Fi",4000000,2665322,2014,-33
My Soul to Take,107,"Horror,Mystery,Thriller",25000000,16727470,2010,-33
Queen of Katwe,124,"Biography,Drama,Sport",15000000,10055481,2016,-33
Getaway,90,"Action,Crime,Thriller",18000000,11813989,2013,-34
Wild Target,98,"Action,Comedy,Crime",8000000,5314194,2010,-34
Dead Man Down,118,"Action,Crime,Drama",30000000,19599974,2013,-35
Four Lions,97,"Comedy,Crime,Drama",3750000,2436111,2010,-35
Only the Brave,134,"Action,Biography,Drama",38000000,24555177,2017,-35
The Apparition,83,"Horror,Thriller",17000000,10637281,2012,-37
Jab Tak Hai Jaan,176,"Drama,Romance",9200000,5806666,2012,-37
Sin City: A Dame to Kill For,102,"Crime,Thriller",65000000,40650842,2014,-37
The Other Dream Team,89,"Documentary,Sport",500000,314444,2012,-37
Tusk,102,"Comedy,Drama,Horror",3000000,1887554,2014,-37
Big Miracle,107,"Biography,Drama,Family",40000000,25268680,2012,-37
31,102,"Horror,Thriller",1500000,922727,2016,-38
R.I.P.D.,96,"Action,Adventure,Comedy",130000000,79076678,2013,-39
Gotti,112,"Biography,Crime,Drama",10000000,6089100,2018,-39
Redemption,106,"Drama,Mystery,Thriller",23000000,13593473,2013,-41
Redemption,110,"Family,Horror,Romance",23000000,13593473,2013,-41
Redemption,115,"Drama,Music,Thriller",23000000,13593473,2013,-41
